-0.000771605,-0.00231481,-0.00231481,0.000771605,-0.00231481,0.00231481,
0.0115741,0.037037,0.0416667,-0.0115741,0.0324074,-0.0277778,
-0.0462963,-0.166667,-0.25,0.0462963,-0.111111,0.0833333,
0,0,0.5,0,0,0,
0,1,0,0,0,0,
1,0,0,0,0,0,
