:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-2,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-2,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-2,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-3,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-3,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-3,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-4,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-4,0,0,0,9,0,0,0,0,0,0,0,9]
:[-3,0,0,-5,0,0,0,9,0,0,0,0,0,0,0,9]
:[-3,0,0,-5,0,0,0,9,0,0,0,0,0,0,0,9]
:[-3,0,0,-6,0,0,0,9,0,0,0,0,0,0,0,9]
:[-4,0,0,-6,0,0,0,9,0,0,0,0,0,0,0,9]
:[-4,-1,0,-7,0,0,0,9,0,0,0,0,0,0,0,9]
:[-4,-1,0,-7,0,0,0,9,0,0,0,0,0,0,0,9]
:[-5,-1,0,-8,0,0,0,9,0,0,0,0,0,0,0,9]
:[-5,-1,0,-9,0,0,0,9,0,0,0,0,0,0,0,9]
:[-6,-1,0,-9,0,0,0,9,0,0,0,0,0,0,0,9]
:[-6,-1,0,-10,0,0,0,9,0,0,0,0,0,0,0,9]
:[-6,-1,0,-11,0,0,0,9,0,0,0,0,0,0,0,9]
:[-7,-1,0,-12,0,0,0,9,0,0,0,0,0,0,0,9]
:[-7,-1,0,-13,0,0,0,9,0,0,0,0,0,0,0,9]
:[-8,-2,0,-13,0,0,0,9,0,0,0,0,0,0,0,9]
:[-9,-2,0,-14,0,0,0,9,0,0,0,0,0,0,0,9]
:[-9,-2,0,-15,0,0,0,9,0,0,0,0,0,0,0,9]
:[-10,-2,0,-16,0,0,0,9,0,0,0,0,0,0,0,9]
:[-10,-2,0,-17,0,0,0,9,0,0,0,0,0,0,0,9]
:[-11,-2,0,-18,0,0,0,9,0,0,0,0,0,0,0,9]
:[-12,-2,0,-19,0,0,0,9,0,0,0,0,0,0,0,9]
:[-12,-3,0,-21,0,0,0,9,0,0,0,0,0,0,0,9]
:[-13,-3,0,-22,0,0,0,9,0,0,0,0,0,0,0,9]
:[-14,-3,0,-23,0,0,0,9,0,0,0,0,0,0,0,9]
:[-14,-3,0,-24,0,0,0,9,0,0,0,0,0,0,0,9]
:[-15,-3,0,-25,0,0,0,9,0,0,0,0,0,0,0,9]
:[-16,-4,0,-27,0,0,0,9,0,0,0,0,0,0,0,9]
:[-17,-4,0,-28,0,0,0,9,0,0,0,0,0,0,0,9]
:[-17,-4,0,-29,0,0,0,9,0,0,0,0,0,0,0,9]
:[-18,-4,0,-31,0,0,0,9,0,0,0,0,0,0,0,9]
:[-19,-4,0,-32,0,0,0,9,0,0,0,0,0,0,0,9]
:[-20,-5,0,-34,0,0,0,9,0,0,0,0,0,0,0,9]
:[-21,-5,0,-35,0,0,0,9,0,0,0,0,0,0,0,9]
:[-22,-5,0,-37,0,0,0,9,0,0,0,0,0,0,0,9]
:[-23,-5,0,-38,0,0,0,9,0,0,0,0,0,0,0,9]
:[-23,-6,0,-40,0,0,0,9,0,0,0,0,0,0,0,9]
:[-24,-6,0,-42,0,0,0,9,0,0,0,0,0,0,0,9]
:[-25,-6,0,-43,0,0,0,9,0,0,0,0,0,0,0,9]
:[-26,-7,0,-45,0,0,0,9,0,0,0,0,0,0,0,9]
:[-27,-7,0,-47,0,0,0,9,0,0,0,0,0,0,0,9]
:[-28,-7,0,-49,0,0,0,9,0,0,0,0,0,0,0,9]
:[-29,-7,1,-50,0,0,0,9,0,0,0,0,0,0,0,9]
:[-30,-8,1,-52,0,0,0,9,0,0,0,0,0,0,0,9]
:[-31,-8,1,-54,0,0,0,9,0,0,0,0,0,0,0,9]
:[-32,-8,1,-56,0,0,0,9,0,0,0,0,0,0,0,9]
:[-33,-9,1,-58,0,0,0,9,0,0,0,0,0,0,0,9]
:[-34,-9,1,-60,0,0,0,9,0,0,0,0,0,0,0,9]
