:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9]
:[0,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-1,0,0,0,9,0,0,0,0,0,0,0,9]
:[-1,0,0,-2,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-2,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-3,0,0,0,9,0,0,0,0,0,0,0,9]
:[-2,0,0,-3,0,0,0,9,0,0,0,0,0,0,0,9]
:[-3,0,0,-4,0,0,0,9,0,0,0,0,0,0,0,9]
:[-3,0,0,-4,0,0,0,9,0,0,0,0,0,0,0,9]
:[-4,0,0,-5,0,0,0,9,0,0,0,0,0,0,0,9]
:[-4,0,0,-5,0,0,0,9,0,0,0,0,0,0,0,9]
:[-5,0,0,-6,0,0,0,9,0,0,0,0,0,0,0,9]
:[-5,0,0,-7,0,0,0,9,0,0,0,0,0,0,0,9]
:[-6,0,0,-8,0,0,0,9,0,0,0,0,0,0,0,9]
:[-7,0,0,-9,0,0,0,9,0,0,0,0,0,0,0,9]
:[-8,-1,0,-10,0,0,0,9,0,0,0,0,0,0,0,9]
:[-8,-1,0,-11,0,0,0,9,0,0,0,0,0,0,0,9]
:[-9,-1,0,-12,0,0,0,9,0,0,0,0,0,0,0,9]
:[-10,-1,0,-13,0,0,0,9,0,0,0,0,0,0,0,9]
:[-11,-1,0,-14,0,0,0,9,0,0,0,0,0,0,0,9]
:[-12,-1,0,-15,0,0,0,9,0,0,0,0,0,0,0,9]
:[-13,-1,0,-16,0,0,0,9,0,0,0,0,0,0,0,9]
:[-14,-1,0,-18,0,0,0,9,0,0,0,0,0,0,0,9]
:[-15,-2,0,-19,0,0,0,9,0,0,0,0,0,0,0,9]
:[-16,-2,0,-21,0,0,0,9,0,0,0,0,0,0,0,9]
:[-18,-2,0,-22,0,0,0,9,0,0,0,0,0,0,0,9]
:[-19,-2,0,-24,0,0,0,9,0,0,0,0,0,0,0,9]
:[-20,-2,0,-26,0,0,0,9,0,0,0,0,0,0,0,9]
:[-22,-2,0,-27,0,0,0,9,0,0,0,0,0,0,0,9]
:[-23,-3,0,-29,0,0,0,9,0,0,0,0,0,0,0,9]
:[-25,-3,0,-31,0,0,0,9,0,0,0,0,0,0,0,9]
:[-26,-3,0,-33,0,0,0,9,0,0,0,0,0,0,0,9]
:[-28,-3,0,-35,0,0,0,9,0,0,0,0,0,0,0,9]
:[-29,-4,0,-37,0,0,0,9,0,0,0,0,0,0,0,9]
:[-31,-4,0,-39,0,0,0,9,0,0,0,0,0,0,0,9]
:[-33,-4,0,-41,0,0,0,9,0,0,0,0,0,0,0,9]
:[-34,-4,0,-44,0,0,0,9,0,0,0,0,0,0,0,9]
:[-36,-5,0,-46,0,0,0,9,0,0,0,0,0,0,0,9]
:[-38,-5,0,-48,0,0,0,9,0,0,0,0,0,0,0,9]
:[-40,-5,0,-51,0,0,0,9,0,0,0,0,0,0,0,9]
:[-42,-6,0,-53,0,0,0,9,0,0,0,0,0,0,0,9]
:[-44,-6,0,-56,0,0,0,9,0,0,0,0,0,0,0,9]
:[-46,-6,0,-58,0,0,0,9,0,0,0,0,0,0,0,9]
:[-48,-7,0,-61,0,0,0,9,0,0,0,0,0,0,0,9]
:[-50,-7,0,-64,0,0,0,9,0,0,0,0,0,0,0,9]
:[-52,-7,1,-67,0,0,0,9,0,0,0,0,0,0,0,9]
:[-54,-8,1,-69,0,0,0,9,0,0,0,0,0,0,0,9]
:[-56,-8,1,-72,0,0,0,9,0,0,0,0,0,0,0,9]
:[-59,-8,1,-75,0,0,0,9,0,0,0,0,0,0,0,9]
:[-61,-9,1,-78,0,0,0,9,0,0,0,0,0,0,0,9]
:[-63,-9,1,-81,0,0,0,9,0,0,0,0,0,0,0,9]
:[-65,-10,1,-84,0,0,0,9,0,0,0,0,0,0,0,9]
:[-68,-10,1,-88,0,0,0,9,0,0,0,0,0,0,0,9]
:[-70,-10,1,-91,0,0,0,9,0,0,0,0,0,0,0,9]
:[-73,-11,1,-94,0,0,0,9,0,0,0,0,0,0,0,9]
:[-75,-11,1,-97,0,0,0,9,0,0,0,0,0,0,0,9]
:[-77,-12,1,-101,0,0,0,9,0,0,0,0,0,0,0,9]
:[-80,-12,1,-104,0,0,0,9,0,0,0,0,0,0,0,9]
:[-82,-13,1,-107,0,0,0,9,0,0,0,0,0,0,0,9]
:[-85,-13,2,-111,0,0,0,9,0,0,0,0,0,0,0,9]
:[-87,-14,2,-114,0,0,0,9,0,0,0,0,0,0,0,9]
:[-90,-14,2,-118,0,0,0,9,0,0,0,0,0,0,0,9]
